Presentation Date,Poster Number,Tag,Type,Submission,Title
"June 20, 2023",207,TUE-PM-207,,167,IS-GGT: Iterative Scene Graph Generation with Generative Transformers
"June 20, 2023",208,TUE-PM-208,,6184,Fast Contextual Scene Graph Generation with Unbiased Context Augmentation
"June 20, 2023",209,TUE-PM-209,,8114,Masked Video Distillation: Rethinking Masked Feature Modeling for Self-supervised Video Representation Learning
"June 20, 2023",210,TUE-PM-210,,7050,MED-VT: Multiscale Encoder-Decoder Video Transformer with Application to Object Segmentation
"June 20, 2023",211,TUE-PM-211,,5991,MOVES: Manipulated Objects in Video Enable Segmentation
"June 20, 2023",212,TUE-PM-212,,781,InstMove: Instance Motion for Object-centric Video Segmentation
"June 20, 2023",213,TUE-PM-213,,10557,ZBS: Zero-shot Background Subtraction via instance-level background modeling and foreground selection
"June 20, 2023",214,TUE-PM-214,,5153,Feature Aggregated Queries for Transformer-based Video Object Detectors
"June 20, 2023",215,TUE-PM-215,,7255,Context-Aware Relative Object Queries to Unify Video Instance and Panoptic Segmentation
"June 20, 2023",216,TUE-PM-216,,7076,Selective Structured State-Spaces for Long-Form Video Understanding
"June 20, 2023",217,TUE-PM-217,highlight,10057,Relational Space-Time Query in Long-Form Videos
"June 20, 2023",218,TUE-PM-218,,9972,Novel-view Acoustic Synthesis
"June 20, 2023",219,TUE-PM-219,,5862,Learning Audio-Visual Source Localization via False Negative Aware Contrastive Learning
"June 20, 2023",220,TUE-PM-220,,6866,Sound to Visual Scene Generation by Audio-to-Visual Latent Alignment
"June 20, 2023",221,TUE-PM-221,,5708,CASP-Net: Rethinking Video Saliency Prediction from an Audio-Visual Consistency Perceptual Perspective
"June 20, 2023",222,TUE-PM-222,,4208,Decompose More and Aggregate Better: Two Closer Looks at Frequency Representation Learning for Human Motion Prediction
"June 20, 2023",223,TUE-PM-223,,9736,TempSAL - Uncovering Temporal Information for Deep Saliency Prediction
"June 20, 2023",224,TUE-PM-224,,8710,Prompt-Guided Zero-Shot Anomaly Action Recognition using Pretrained Deep Skeleton Features
"June 20, 2023",225,TUE-PM-225,,10875,MMG-Ego4D: Multimodal Generalization in Egocentric Action Recognition
"June 20, 2023",226,TUE-PM-226,,9514,Active Exploration of Multimodal Complementarity for Few-Shot Action Recognition
"June 20, 2023",227,TUE-PM-227,,9419,Reducing the Label Bias for Timestamp Supervised Temporal Action Segmentation
"June 20, 2023",228,TUE-PM-228,,4184,Soft-Landing Strategy for Alleviating the Task Discrepancy Problem in Temporal Action Localization Tasks
"June 20, 2023",229,TUE-PM-229,,558,Iterative Proposal Refinement for Weakly-Supervised Video Grounding
"June 20, 2023",230,TUE-PM-230,,6100,Movies2Scenes: Using Movie Metadata to Learn Scene Representation
"June 20, 2023",231,TUE-PM-231,,1954,Fine-tuned CLIP Models are Efficient Video Learners
"June 20, 2023",232,TUE-PM-232,,2513,Revisiting Temporal Modeling for CLIP-based Image-to-Video Knowledge Transferring
"June 20, 2023",233,TUE-PM-233,,1726,VoP: Text-Video Co-operative Prompt Tuning for Cross-Modal Retrieval
"June 20, 2023",234,TUE-PM-234,,6022,ProTÃ©GÃ©: Untrimmed Pretraining for Video Temporal Grounding by Video Temporal Grounding
"June 20, 2023",235,TUE-PM-235,highlight,1552,Learning Video Representations from Large Language Models
"June 20, 2023",236,TUE-PM-236,,4932,All in One: Exploring Unified  Video-Language Pre-training
"June 20, 2023",237,TUE-PM-237,,1545,High-fidelity Generalized Emotional Talking Face Generation with Multi-modal Emotion Space Learning
"June 20, 2023",238,TUE-PM-238,,8184,Bidirectional Cross-Modal Knowledge Exploration for Video Recognition with Pre-trained Vision-Language Models
"June 20, 2023",239,TUE-PM-239,highlight,7274,Decoupled Multimodal Distilling for Emotion Recognition
"June 20, 2023",240,TUE-PM-240,,10336,Affection: Learning Affective Explanations for Real-World Visual Data
"June 20, 2023",241,TUE-PM-241,,8691,An Actor-Centric Causality Graph for Asynchronous Temporal Inference in Group Activity
"June 20, 2023",242,TUE-PM-242,,6671,VLPD: Context-Aware Pedestrian Detection via Vision-Language Semantic Self-Supervision
"June 20, 2023",243,TUE-PM-243,,4585,3D-Aware Object Goal Navigation via Simultaneous Exploration and Identification
"June 20, 2023",244,TUE-PM-244,,827,Meta-Explore: Exploratory Hierarchical Vision-and-Language Navigation Using Scene Object Spectrum Grounding
"June 20, 2023",245,TUE-PM-245,,7072,NaQ: Leveraging Narrations as Queries to Supervise Episodic Memory
"June 20, 2023",246,TUE-PM-246,,3161,EC^2: Emergent Communication for Embodied Control
"June 20, 2023",247,TUE-PM-247,,10401,Abstract Visual Reasoning: An Algebraic Approach for Solving Raven's Progressive Matrices
"June 20, 2023",248,TUE-PM-248,,10893,Logical Implications for Visual Question Answering Consistency
"June 20, 2023",249,TUE-PM-249,,5183,Divide and Conquer: Answering Questions with Object Factorization and Compositional Reasoning
"June 20, 2023",250,TUE-PM-250,,8333,The Dialog Must Go On: Improving Visual Dialog via Generative Self-Training
"June 20, 2023",251,TUE-PM-251,,4855,Visual-Language Prompt Tuning with Knowledge-guided Context Optimization
"June 20, 2023",252,TUE-PM-252,,4868,Probabilistic Prompt Learning for Dense Prediction
"June 20, 2023",253,TUE-PM-253,,5058,Is BERT Blind? Exploring the Effect of Vision-and-Language Pretraining on Visual Language Understanding
"June 20, 2023",254,TUE-PM-254,,9372,Seeing What You Miss: Vision-Language Pre-training with Semantic Completion Learning
"June 20, 2023",255,TUE-PM-255,,5135,Affordance Grounding from Demonstration Video to Target Image
"June 20, 2023",256,TUE-PM-256,,9454,Leverage Interactive Affinity for Affordance Learning
"June 20, 2023",257,TUE-PM-257,,10554,DeAR: Debiasing Vision-Language Models with Additive Residuals
"June 20, 2023",258,TUE-PM-258,,3562,Images Speak in Images: A Generalist Painter for In-Context Visual Learning
"June 20, 2023",259,TUE-PM-259,,5389,Hyperbolic Contrastive Learning for Visual Representations beyond Objects
"June 20, 2023",260,TUE-PM-260,,4656,Picture that Sketch: Photorealistic Image Generation from Abstract Sketches
"June 20, 2023",261,TUE-PM-261,highlight,629,GeneCIS: A Benchmark for General Conditional Image Similarity
"June 20, 2023",262,TUE-PM-262,,5821,Exploiting Unlabelled Photos for Stronger Fine-Grained SBIR
"June 20, 2023",263,TUE-PM-263,,5316,Parts2Words: Learning Joint Embedding of Point Clouds and Texts by Bidirectional Matching between Parts and Words
"June 20, 2023",264,TUE-PM-264,,2517,DeltaEdit: Exploring Text-free Training for Text-Driven Image Manipulation
"June 20, 2023",265,TUE-PM-265,,2025,Detecting and Grounding Multi-Modal Media Manipulation
"June 20, 2023",266,TUE-PM-266,highlight,9154,Positive-Augmented Constrastive Learning for Image and Video Captioning Evaluation
"June 20, 2023",267,TUE-PM-267,,8776,Similarity Maps for Self-Training Weakly-Supervised Phrase Grounding
"June 20, 2023",268,TUE-PM-268,,8050,Cross-Domain Image Captioning with Discriminative Finetuning
"June 20, 2023",269,TUE-PM-269,highlight,5172,EXIF as Language: Learning Cross-Modal Associations Between Images and Camera Metadata
"June 20, 2023",270,TUE-PM-270,highlight,4227,Uncurated Image-Text Datasets: Shedding Light on Demographic Bias
"June 20, 2023",271,TUE-PM-271,,4787,"Filtering, Distillation, and Hard Negatives for Vision-Language Pre-Training"
"June 20, 2023",272,TUE-PM-272,,6688,Turning a CLIP Model into a Scene Text Detector
"June 20, 2023",273,TUE-PM-273,,9023,ScanDMM: A Deep Markov Model of Scanpath Prediction for 360Â° Images
"June 20, 2023",274,TUE-PM-274,,5934,CrOC: Cross-View Online Clustering for Dense Visual Representation Learning
"June 20, 2023",275,TUE-PM-275,,1351,PLA: Language-Driven Open-Vocabulary 3D Scene Understanding
"June 20, 2023",276,TUE-PM-276,,2564,CLIP2Scene: Towards Label-efficient 3D Scene Understanding by CLIP
"June 20, 2023",277,TUE-PM-277,,3024,CORA: Adapting CLIP for Open-Vocabulary Detection with Region Prompting and Anchor Pre-Matching
"June 20, 2023",278,TUE-PM-278,,7802,Open-vocabulary Attribute Detection
"June 20, 2023",279,TUE-PM-279,,4500,Learning to Detect and Segment for Open Vocabulary Object Detection
"June 20, 2023",280,TUE-PM-280,,8751,Open-Vocabulary Semantic Segmentation with Mask-adapted CLIP
"June 20, 2023",281,TUE-PM-281,,9103,A Simple Framework for Text-Supervised Semantic Segmentation
"June 20, 2023",282,TUE-PM-282,highlight,3341,GAPartNet: Cross-Category Domain-Generalizable Object Perception and Manipulation via Generalizable and Actionable Parts
"June 20, 2023",283,TUE-PM-283,highlight,8991,GeoLayoutLM: Geometric Pre-training for Visual Information Extraction
"June 20, 2023",284,TUE-PM-284,,9784,Self-Supervised Image-to-Point Distillation via Semantically Tolerant Contrastive Loss
"June 20, 2023",285,TUE-PM-285,,1187,Generative Semantic Segmentation
"June 20, 2023",286,TUE-PM-286,,4061,MISC210K: A Large-Scale Dataset for Multi-Instance Semantic Correspondence
"June 20, 2023",287,TUE-PM-287,,7767,MIANet: Aggregating Unbiased Instance and General Information for Few-Shot Semantic Segmentation
"June 20, 2023",288,TUE-PM-288,highlight,4833,PACO: Parts and Attributes of Common Objects
"June 20, 2023",289,TUE-PM-289,,3464,PartDistillation: Learning Parts from Instance Segmentation
"June 20, 2023",290,TUE-PM-290,highlight,3000,ACSeg: Adaptive Conceptualization for Unsupervised Semantic Segmentation
"June 20, 2023",291,TUE-PM-291,,9917,Reliability in Semantic Segmentation: Are We on the Right Track?
"June 20, 2023",292,TUE-PM-292,,6964,Rethinking the Correlation in Few-Shot Segmentation: A Buoys View
"June 20, 2023",293,TUE-PM-293,,532,SIM: Semantic-aware Instance Mask Generation for Box-Supervised Instance Segmentation
"June 20, 2023",294,TUE-PM-294,,1570,Endpoints Weight Fusion for Class Incremental Semantic Segmentation
"June 20, 2023",295,TUE-PM-295,highlight,6819,Incrementer: Transformer for Class-Incremental Semantic Segmentation with Knowledge Distillation Focusing on Old Class
"June 20, 2023",296,TUE-PM-296,,5918,Continuous Pseudo-Label Rectified Domain Adaptive Semantic Segmentation with Implicit Neural Representations
"June 20, 2023",297,TUE-PM-297,,3274,Revisiting Weak-to-Strong Consistency in Semi-Supervised Semantic Segmentation
"June 20, 2023",298,TUE-PM-298,,9516,Discriminative Co-Saliency and Background Mining Transformer for Co-Salient Object Detection
"June 20, 2023",299,TUE-PM-299,,6499,Texture-guided Saliency Distilling for Unsupervised Salient Object Detection
"June 20, 2023",300,TUE-PM-300,,1822,An Erudite Fine-Grained Visual Classification Model
"June 20, 2023",301,TUE-PM-301,,4481,Dynamic Graph Learning with Content-guided Spatial-Frequency Relation Reasoning for Deepfake Detection
"June 20, 2023",302,TUE-PM-302,,4466,ScaleDet: A Scalable Multi-Dataset Object Detector
"June 20, 2023",303,TUE-PM-303,,3045,Multi-Centroid Task Descriptor for Dynamic Class Incremental Inference
"June 20, 2023",304,TUE-PM-304,highlight,6490,Matching Is Not Enough: A Two-Stage Framework for Category-Agnostic Pose Estimation
"June 20, 2023",305,TUE-PM-305,,3256,Dynamic Coarse-to-Fine Learning for Oriented Tiny Object Detection
"June 20, 2023",306,TUE-PM-306,,1328,Dense Distinct Query for End-to-End Object Detection
"June 20, 2023",307,TUE-PM-307,,10485,Meta-tuning Loss Functions and Data Augmentation for Few-shot Object Detection
"June 20, 2023",308,TUE-PM-308,,463,One-to-Few Label Assignment for End-to-End Dense Detection
"June 20, 2023",309,TUE-PM-309,,9797,Test Time Adaptation with Regularized Loss for Weakly Supervised Salient Object Detection
"June 20, 2023",310,TUE-PM-310,,2476,MixTeacher: Mining Promising Labels with Mixed Scale Teacher for Semi-supervised Object Detection
"June 20, 2023",311,TUE-PM-311,,1171,Exploring Incompatible Knowledge Transfer in Few-shot Image Generation
"June 20, 2023",312,TUE-PM-312,,4587,Exploring Intra-class Variation Factors with Learnable Prompts for Semi-supervised Image Synthesis
"June 20, 2023",313,TUE-PM-313,,8369,A Soma Segmentation Benchmark in Full Adult Fly Brain
"June 20, 2023",314,TUE-PM-314,,8765,SDC-UDA: Volumetric Unsupervised Domain Adaptation Framework for Slice-Direction Continuous Cross-Modality Medical Image Segmentation
"June 20, 2023",315,TUE-PM-315,,1213,Label-Free Liver Tumor Segmentation
"June 20, 2023",316,TUE-PM-316,,9421,Interactive and Explainable Region-guided Radiology Report Generation
"June 20, 2023",317,TUE-PM-317,,9472,A Loopback Network for Explainable Microvascular Invasion Classification
"June 20, 2023",318,TUE-PM-318,,7316,Task-specific Fine-tuning via Variational Information Bottleneck for Weakly Supervised Pathology Whole Slide Image Classification
"June 20, 2023",319,TUE-PM-319,,3111,YOLOv7: Trainable bag-of-freebies sets new state-of-the-art for real-time object detectors
"June 20, 2023",320,TUE-PM-320,highlight,11271,Two-way Multi-Label Loss
"June 20, 2023",321,TUE-PM-321,,602,Teaching Matters: Investigating the Role of Supervision in Vision Transformers
"June 20, 2023",322,TUE-PM-322,,6710,Label Information Bottleneck for Label Enhancement
"June 20, 2023",323,TUE-PM-323,,4297,Glocal Energy-based Learning for Few-Shot Open-Set Recognition
"June 20, 2023",324,TUE-PM-324,,6664,Noisy Correspondence Learning with Meta Similarity Correction
"June 20, 2023",325,TUE-PM-325,,9577,Hubs and Hyperspheres: Reducing Hubness and Improving Transductive Few-shot Learning with Hyperspherical Embeddings
"June 20, 2023",326,TUE-PM-326,,11433,Coreset Sampling from Open-Set for Fine-Grained Self-Supervised Learning
"June 20, 2023",327,TUE-PM-327,,5332,Boosting Semi-Supervised Learning by Exploiting All Unlabeled Data
"June 20, 2023",328,TUE-PM-328,,2359,Trade-off between Robustness and Accuracy of Vision Transformers
"June 20, 2023",329,TUE-PM-329,,6698,Exploring and Utilizing Pattern Imbalance
"June 20, 2023",330,TUE-PM-330,,6008,Dynamic Conceptional Contrastive Learning for Generalized Category Discovery
"June 20, 2023",331,TUE-PM-331,,5935,Towards Better Decision Forests: Forest Alternating Optimization
"June 20, 2023",332,TUE-PM-332,,12638,Learning Debiased Representations via Conditional Attribute Interpolation
"June 20, 2023",333,TUE-PM-333,,6549,On the Pitfall of Mixup for Uncertainty Calibration
"June 20, 2023",334,TUE-PM-334,,979,Class Relationship Embedded Learning for Source-Free Unsupervised Domain Adaptation
"June 20, 2023",335,TUE-PM-335,,10479,FeatureBooster: Boosting Feature Descriptors with a Lightweight Neural Network
"June 20, 2023",336,TUE-PM-336,,9117,Guiding Pseudo-labels with Uncertainty Estimation for Source-free Unsupervised Domain Adaptation
"June 20, 2023",337,TUE-PM-337,highlight,740,Divide and Adapt: Active Domain Adaptation via Customized Learning
"June 20, 2023",338,TUE-PM-338,,8284,Understanding and Constructing Latent Modality Structures in Multi-modal Representation Learning
"June 20, 2023",339,TUE-PM-339,,4417,Deep Factorized Metric Learning
"June 20, 2023",340,TUE-PM-340,,1724,Meta-causal Learning for Single Domain Generalization
"June 20, 2023",341,TUE-PM-341,,4641,Meta Omnium: A Benchmark for General-Purpose Learning-to-Learn
"June 20, 2023",342,TUE-PM-342,,9493,Robust Mean Teacher for Continual and Gradual Test-Time Adaptation
"June 20, 2023",343,TUE-PM-343,,7185,NAR-Former: Neural Architecture Representation Learning towards Holistic Attributes Prediction
"June 20, 2023",344,TUE-PM-344,,10215,Visual Query Tuning: Towards Effective Usage of Intermediate Representations for Parameter and Memory Efficient Transfer Learning
"June 20, 2023",345,TUE-PM-345,,8321,"Architecture, Dataset and Model-Scale Agnostic Data-free Meta-Learning"
"June 20, 2023",346,TUE-PM-346,,9112,GKEAL: Gaussian Kernel Embedded Analytic Learning for Few-shot Class Incremental Task
"June 20, 2023",347,TUE-PM-347,,10106,Mitigating Task Interference in Multi-Task Learning via Explicit Task Routing with Non-Learnable Primitives
"June 20, 2023",348,TUE-PM-348,,7156,Boundary Unlearning: Rapid Forgetting of Deep Networks via Shifting the Decision Boundary
"June 20, 2023",349,TUE-PM-349,,4276,Task Difficulty Aware Parameter Allocation & Regularization for Lifelong Learning
"June 20, 2023",350,TUE-PM-350,,5988,Learning to Retain while Acquiring: Combating Distribution-Shift in Adversarial Data-Free Knowledge Distillation
"June 20, 2023",351,TUE-PM-351,,10940,A Unified Knowledge Distillation Framework for Deep Directed Graphical Models
"June 20, 2023",352,TUE-PM-352,highlight,2335,Coaching a Teachable Student
"June 20, 2023",353,TUE-PM-353,,6780,Adaptive Plasticity Improvement for Continual Learning
"June 20, 2023",354,TUE-PM-354,,12821,Improving Generalization of Meta Learning with Inverted Regularization at Inner-level 
"June 20, 2023",355,TUE-PM-355,,4761,Trainable Projected Gradient Method for Robust Fine-tuning
"June 20, 2023",356,TUE-PM-356,,12393,Imitation Learning as State Matching via Differentiable Physics
"June 20, 2023",357,TUE-PM-357,,732,Improved Distribution Matching for Dataset Condensation
"June 20, 2023",358,TUE-PM-358,highlight,6147,A General Regret Bound of Preconditioned Gradient Method for DNN Training
"June 20, 2023",359,TUE-PM-359,,5747,From Node Interaction to Hop Interaction: New Effective and Scalable Graph Learning Paradigm
"June 20, 2023",360,TUE-PM-360,,7815,Constructing Deep Spiking Neural Networks from Artificial Neural Networks with Knowledge Distillation
"June 20, 2023",361,TUE-PM-361,,1640,Rate Gradient Approximation Attack Threats Deep Spiking Neural Networks
"June 20, 2023",362,TUE-PM-362,,2197,MobileOne: An Improved One Millisecond Mobile Backbone
"June 20, 2023",363,TUE-PM-363,highlight,6956,Understanding Masked Autoencoders via Hierarchical Latent Variable Models
"June 20, 2023",364,TUE-PM-364,,11236,Training debiased subnetworks with contrastive weight pruning
"June 20, 2023",365,TUE-PM-365,,7839,One-Shot Model for Mixed-Precision Quantization
"June 20, 2023",366,TUE-PM-366,,7568,Solving Oscillation Problem in Post-Training Quantization Through a Theoretical Perspective
"June 20, 2023",367,TUE-PM-367,,11424,Adaptive Data-Free Quantization 
"June 20, 2023",368,TUE-PM-368,,9741,Learning to Generate Image Embeddings with User-level Differential Privacy
"June 20, 2023",369,TUE-PM-369,,3939,Cross-GAN Auditing: Unsupervised Identification of Attribute Level Similarities and Differences between Pretrained Generative Models
"June 20, 2023",370,TUE-PM-370,highlight,11855,HandsOff: Labeled Dataset Generation with No Additional Human Annotations
"June 20, 2023",371,TUE-PM-371,highlight,11790,Attribute-preserving Face Dataset Anonymization via Latent Code Optimization
"June 20, 2023",372,TUE-PM-372,,2143,Fake it till you make it: Learning transferable representations from synthetic ImageNet clones
"June 20, 2023",373,TUE-PM-373,,8834,Unbiased Multiple Instance Learning for Weakly Supervised Video Anomaly Detection
"June 20, 2023",374,TUE-PM-374,,5345,Multimodal Industrial Anomaly Detection via Hybrid Fusion
"June 20, 2023",375,TUE-PM-375,,3188,FedSeg: Class-Heterogeneous Federated Learning for Semantic Segmentation
"June 20, 2023",376,TUE-PM-376,,12389,Decentralized Learning with Multi-Headed Distillation
"June 20, 2023",377,TUE-PM-377,,2598,Learning Federated Visual Prompt in Null Space for MRI Reconstruction
"June 20, 2023",378,TUE-PM-378,,12358,Federated Learning with Data-Agnostic Distribution Fusion
"June 20, 2023",379,TUE-PM-379,,10538,CaPriDe Learning: Confidential and Private Decentralized Learning based on Encryption-friendly Distillation Loss
"June 20, 2023",380,TUE-PM-380,,1347,RiDDLE: Reversible and Diversified De-identification with Latent Encryptor 
"June 20, 2023",381,TUE-PM-381,highlight,1951,Multi-view Adversarial Discriminator: Mine the Non-causal Factors for Object Detection in Unseen Domains
"June 20, 2023",382,TUE-PM-382,,10088,Single Image Backdoor Inversion via Robust Smoothed Classifiers
"June 20, 2023",383,TUE-PM-383,,85,Effective Ambiguity Attack Against Passport-based DNN Intellectual Property Protection Schemes through Fully Connected Layer Substitution
"June 20, 2023",384,TUE-PM-384,,6455,Color Backdoor: A Robust Poisoning Attack in Color Space
"June 20, 2023",385,TUE-PM-385,,5751,Adversarially Robust Neural Architecture Search for Graph Neural Networks
"June 20, 2023",386,TUE-PM-386,,5018,Minimizing Maximum Model Discrepancy for Transferable Black-box Targeted Attacks
"June 20, 2023",387,TUE-PM-387,,11004,StyLess: Boosting the Transferability of Adversarial Examples
"June 20, 2023",388,TUE-PM-388,,10640,Improving the Transferability of Adversarial Samples by Path-Augmented Method
"June 20, 2023",389,TUE-PM-389,highlight,3052,Feature Separation and Recalibration for Adversarial Robustness
"June 20, 2023",390,TUE-PM-390,,9439,CFA: Class-wise Calibrated Fair Adversarial Training
"June 20, 2023",391,TUE-PM-391,,12246,Revisiting Residual Networks for Adversarial Robustness
"June 20, 2023",392,TUE-PM-392,,10178,Privacy-preserving Adversarial Facial Features
"June 20, 2023",393,TUE-PM-393,,888,Edge-aware Regional Message Passing Controller for Image Forgery Localization
"June 21, 2023",1,WED-AM-001,,10408,Swept-Angle Synthetic Wavelength Interferometry
"June 21, 2023",2,WED-AM-002,,2686,RefSR-NeRF: Towards High Fidelity and Super Resolution View Synthesis
"June 21, 2023",3,WED-AM-003,,5401,FreeNeRF: Improving Few-shot Neural Rendering with Free Frequency Regularization
"June 21, 2023",4,WED-AM-004,,5602,Local-to-Global Registration for Bundle-Adjusting Neural Radiance Fields
"June 21, 2023",5,WED-AM-005,,4460,Nerflets: Local Radiance Fields for Efficient Structure-Aware 3D Scene Representation from 2D Supervision
"June 21, 2023",6,WED-AM-006,,2453,NeRF-DS: Neural Radiance Fields for Dynamic Specular Objects
"June 21, 2023",7,WED-AM-007,,5008,Grid-guided Neural Radiance Fields for Large Urban Scenes
"June 21, 2023",8,WED-AM-008,,7514,Learning Neural Duplex Radiance Fields for Real-Time View Synthesis
"June 21, 2023",9,WED-AM-009,,430,EditableNeRF: Editing Topologically Varying Neural Radiance Fields by Key Points
"June 21, 2023",10,WED-AM-010,,2853,Real-Time Neural Light Field on Mobile Devices
"June 21, 2023",11,WED-AM-011,,6626,StyleRF: Zero-shot 3D Style Transfer of Neural Radiance Fields
"June 21, 2023",12,WED-AM-012,,3199,Point2Pix: Photo-Realistic Point Cloud Rendering via Neural Radiance Fields
"June 21, 2023",13,WED-AM-013,,1185,Pointersect: Neural Rendering with Cloud-Ray Intersection
"June 21, 2023",14,WED-AM-014,,8120,Neural Fields meet Explicit Geometric Representations for Inverse Rendering of Urban Scenes
"June 21, 2023",15,WED-AM-015,,6496,"DANI-Net: Uncalibrated Photometric Stereo by Differentiable Shadow Handling, Anisotropic Reflectance Modeling, and Neural Inverse Rendering"
"June 21, 2023",16,WED-AM-016,,7175,MAIR: Multi-view Attention Inverse Rendering with 3D Spatially-Varying Lighting Estimation
"June 21, 2023",17,WED-AM-017,,5867,Weakly-supervised Single-view Image Relighting
"June 21, 2023",18,WED-AM-018,,9757,Controllable Light Diffusion for Portraits
"June 21, 2023",19,WED-AM-019,,3718,RGBD2: Generative Scene Synthesis via Incremental View Inpainting using RGBD Diffusion Models
"June 21, 2023",20,WED-AM-020,,10574,Neural Lens Modeling
"June 21, 2023",21,WED-AM-021,,9790,RealFusion: 360$^\circ$ Reconstruction of Any Object from a Single Image
"June 21, 2023",22,WED-AM-022,,659,Neuralangelo: High-Fidelity Neural Surface Reconstruction
"June 21, 2023",23,WED-AM-023,,9176,PermutoSDF: Fast Multi-View Reconstruction with Implicit Surfaces using Permutohedral Lattices 
"June 21, 2023",24,WED-AM-024,,9143,NeuDA: Neural Deformable Anchor for High-Fidelity Implicit Surface Reconstruction
"June 21, 2023",25,WED-AM-025,,143,NEF: Neural Edge Fields for 3D Parametric Curve Reconstruction from Multi-view Images
"June 21, 2023",26,WED-AM-026,,7140,NeuralField-LDM: Scene Generation with Hierarchical Latent Diffusion Models
"June 21, 2023",27,WED-AM-027,,8260,SinGRAF: Learning a 3D Generative Radiance Field for a Single Scene
"June 21, 2023",28,WED-AM-028,,1953,Painting 3D Nature in 2D: View Synthesis of Natural Scenes from a Single Semantic Mask
"June 21, 2023",29,WED-AM-029,,1615,Quantitative Manipulation of Custom Attributes on 3D-Aware Image Synthesis
"June 21, 2023",30,WED-AM-030,,2018,NeRFInvertor: High Fidelity NeRF-GAN Inversion for Single-shot Real Image Animation
"June 21, 2023",31,WED-AM-031,,4661,PREIM3D: 3D Consistent Precise Image Attribute Editing from a Single Image
"June 21, 2023",32,WED-AM-032,,9594,Unsupervised 3D Shape Reconstruction by Part Retrieval and Assembly
"June 21, 2023",33,WED-AM-033,,4141,DiffSwap: High-Fidelity and Controllable Face Swapping via 3D-Aware Masked Diffusion
"June 21, 2023",34,WED-AM-034,,3654,Fine-Grained Face Swapping via Regional GAN Inversion
"June 21, 2023",35,WED-AM-035,,4764,Logical Consistency and Greater Descriptive Power for Facial Hair Attribute Learning
"June 21, 2023",36,WED-AM-036,,11163,Learning a Morphable Face Reflectance Model from Low-cost Data
"June 21, 2023",37,WED-AM-037,,3812,StyleGAN Salon: Multi-View Latent Optimization for Pose-Invariant Hairstyle Transfer
"June 21, 2023",38,WED-AM-038,,2200,FaceLit: Neural 3D Relightable Faces
"June 21, 2023",39,WED-AM-039,,452,FitMe: Deep Photorealistic 3D Morphable Model Avatars
"June 21, 2023",40,WED-AM-040,,2904,NeuWigs: A Neural Dynamic model for Volumetric Hair Capture and Animation
"June 21, 2023",41,WED-AM-041,,6584,SadTalker: Learning Realistic 3D Motion Coefficients for Stylized Audio-Driven Single Image Talking Face Animation
"June 21, 2023",42,WED-AM-042,,879,High-fidelity Clothed Avatar Reconstruction from a Single Image
"June 21, 2023",43,WED-AM-043,,5880,Music-Driven Group Choreography
"June 21, 2023",44,WED-AM-044,,3630,Hand Avatar: Free-Pose Hand Animation and Rendering from Monocular Video
"June 21, 2023",45,WED-AM-045,,8225,Biomechanics-guided Facial Action Unit Detection through Force Modeling
"June 21, 2023",46,WED-AM-046,,3469,Zero-shot Pose Transfer for Unrigged Stylized 3D Characters
"June 21, 2023",47,WED-AM-047,,3954,Invertible Neural Skinning
"June 21, 2023",48,WED-AM-048,highlight,5126,BEDLAM: A Synthetic Dataset of Bodies Exhibiting Detailed Lifelike Animated Motion
"June 21, 2023",49,WED-AM-049,,4219,DIFu: Depth-guided Implicit Function for Clothed Human Reconstruction
"June 21, 2023",50,WED-AM-050,,3466,Complete 3D Human Reconstruction from a Single Incomplete Image
"June 21, 2023",51,WED-AM-051,,9506,Learning Neural Volumetric Representations of Dynamic Humans in Minutes
"June 21, 2023",52,WED-AM-052,highlight,5233,Marching-Primitives: Shape Abstraction from Signed Distance Function
"June 21, 2023",53,WED-AM-053,,1735,Learning Analytical Posterior Probability for Human Mesh Recovery
"June 21, 2023",54,WED-AM-054,,409,MagicPony: Learning Articulated 3D Animals in the Wild
"June 21, 2023",55,WED-AM-055,,4782,Visual-Tactile Sensing for In-Hand Object Reconstruction
"June 21, 2023",56,WED-AM-056,,3222,Command-driven Articulated Object Understanding and Manipulation
"June 21, 2023",57,WED-AM-057,,5905,Target-referenced Reactive Grasping for Dynamic Objects
"June 21, 2023",58,WED-AM-058,,6512,NeuralDome: A Neural Modeling Pipeline on Multi-View Human-Object Interactions
"June 21, 2023",59,WED-AM-059,,2575,A2J-Transformer: Anchor-to-Joint Transformer Network for 3D Interacting Hand Pose Estimation from a Single RGB Image
"June 21, 2023",60,WED-AM-060,,2627,TRACE: 5D Temporal Regression of Avatars with Dynamic Cameras in 3D Environments
"June 21, 2023",61,WED-AM-061,,8226,BITE: Beyond Priors for Improved Three-D Dog Pose Estimation
"June 21, 2023",62,WED-AM-062,,8702,PoseFormerV2: Exploring Frequency Domain for Efficient and Robust 3D Human Pose Estimation
"June 21, 2023",63,WED-AM-063,,252,Global-to-Local Modeling for Video-based 3D Human Pose and Shape Estimation
"June 21, 2023",64,WED-AM-064,,6871,TokenHPE: Learning Orientation Tokens for Efficient Head Pose Estimation via Transformers
"June 21, 2023",65,WED-AM-065,,4157,GFIE: A Dataset and Baseline for Gaze-Following from 2D to 3D in Indoor Environments
